url,Company Name,Description,Address,city,State,Phone,Website,LBN Legal business name,Authorized official,Enumeration date,Last updated,OrganizationOrSole
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1811067697.aspx,"Ameri-stat Transportation, Llc.","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","311 E Avenue K-8 Suite #117 Lancaster, Ca 93535-4523",Lancaster,CA,661-729-0081,-,"Ameri-stat Transportation, Llc.",Matthew Nybakken - (president),11/8/06,8/22/20,Org
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1275893455.aspx,"American Ambulance

						Lbn American Ambulance Llc","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","1421 E Borchard Ave Santa Ana, Ca 92705-4414",Ana,CA,855-247-3687,-,American Ambulance Llc,George Ruiz - (manager),5/22/12,11/4/13,Org
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1679568430.aspx,"American Ambulance Of Visalia

						Lbn Chl Ems Inc","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","2017 E Noble Ave Visalia, Ca 93292-1520",Visalia,CA,559-730-3015,-,Chl Ems Inc,Cynthia Lampe - (vice President Of Administration),9/16/05,8/22/20,Org
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1942848031.aspx,American Canyon Fire Protection District,"An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","911 Donaldson Way E American Canyon, Ca 94503-3191",Canyon,CA,707-551-0650,-,American Canyon Fire Protection District,Glen Weeks - (fire Chief),12/19/19,12/19/19,Org
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1730505926.aspx,"American Med Ambulance

						Lbn American Med Ambulance, Inc","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","3750 W Warner Ave Santa Ana, Ca 92704-5219",Ana,CA,714-710-8888,-,"American Med Ambulance, Inc",Susanna Khachatrian - (president),3/11/14,3/11/14,Org
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1073621959.aspx,"American Medical Repsonse

						Lbn American Medical Response Of Southern California","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","1055 W Avenue J Lancaster, Ca 93534-3328",Lancaster,CA,661-945-9300,-,American Medical Response Of Southern California,William Sanger - (president And Ceo),8/29/06,5/21/08,Org
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1124136148.aspx,"American Medical Repsonse

						Lbn American Medical Response Of Southern California","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","1055 W Avenue J Lancaster, Ca 93534-3328",Lancaster,CA,661-945-9300,-,American Medical Response Of Southern California,William Sanger - (president And Ceo),8/29/06,5/21/08,Org
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1184732091.aspx,"American Medical Response

						Lbn American Medical Response Ambulance Service Inc","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","616 Fitch Ave Moorpark, Ca 93021-2060",Moorpark,CA,805-517-2000,-,American Medical Response Ambulance Service Inc,Edward Van Horne - (ceo & President),8/29/06,4/2/20,Org
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1518075449.aspx,"American Medical Response

						Lbn American Medical Response Of Inland Empire","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","7925 Center Ave Rancho Cucamonga, Ca 91730-3007",Cucamonga,CA,909-477-5000,-,American Medical Response Of Inland Empire,Eric Thomas - (svp Of Revenue Management),8/29/06,5/4/20,Org
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1023101789.aspx,"American Medical Response

						Lbn American Medical Response Of Southern California","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","12638 Saticoy South North Hollywood, Ca 91605",Hollywood,CA,818-503-3800,-,American Medical Response Of Southern California,Edward Van Horne - (president),10/2/06,9/9/13,Org
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1194810549.aspx,"American Medical Response

						Lbn American Medical Response Of Southern California","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","1055 W Avenue J Lancaster, Ca 93534-3328",Lancaster,CA,661-945-9300,-,American Medical Response Of Southern California,William Sanger - (president And Ceo),10/3/06,5/21/08,Org
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1679660674.aspx,"American Medical Response

						Lbn American Medical Response Of Southern California","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","1055 W Avenue J Lancaster, Ca 93534-3328",Lancaster,CA,661-945-9310,-,American Medical Response Of Southern California,Edward Van Horne - (ceo & President),10/10/06,4/2/20,Org
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1932292604.aspx,"American Medical Response

						Lbn American Medical Response Of Southern California","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","5257 N. Vincent Avenue Irwindale, Ca 91706",Irwindale,CA,626-633-4600,-,American Medical Response Of Southern California,Eric Thomas - (svp Of Revenue Management),10/2/06,6/15/20,Org
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1043244387.aspx,"American Medical Response

						Lbn American Medical Response West","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","34 Simas St Ste G-n Salinas, Ca 93901-3700",Salinas,CA,831-718-9555,-,American Medical Response West,Edward Van Horne - (ceo & President),7/11/06,3/25/20,Org
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1134147150.aspx,"American Medical Response

						Lbn American Medical Response West","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","3755 West Ln Stockton, Ca 95204-2431",Stockton,CA,209-948-5136,-,American Medical Response West,Edward Van Horne - (ceo & President),7/17/06,3/25/20,Org
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1316971518.aspx,"American Medical Response

						Lbn American Medical Response West","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","1300 Illinois St San Francisco, Ca 94107-3107",Francisco,CA,415-922-9400,-,American Medical Response West,Eric Thomas - (svp Of Revenue Management),7/11/06,6/15/20,Org
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1356376057.aspx,"American Medical Response

						Lbn American Medical Response West","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","4451 Caterpillar Rd Ste 1 Redding, Ca 96003-1493",Redding,CA,530-241-2686,-,American Medical Response West,Eric Thomas - (svp Of Revenue Management),7/11/06,7/8/20,Org
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1386678605.aspx,"American Medical Response

						Lbn American Medical Response West","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","240 E Highway 246 Ste 300 Buellton, Ca 93427-9648",Buellton,CA,805-688-6550,-,American Medical Response West,Edward Van Horne - (ceo & President),7/11/06,3/25/20,Org
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1508890831.aspx,"American Medical Response

						Lbn American Medical Response West","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","1101 Fee Dr Sacramento, Ca 95815-3909",Sacramento,CA,916-563-0600,-,American Medical Response West,Edward Van Horne - (ceo & President),7/11/06,3/25/20,Org
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1578597803.aspx,"American Medical Response

						Lbn American Medical Response West","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","4846 Stratos Way Modesto, Ca 95356-9266",Modesto,CA,209-567-4000,-,American Medical Response West,Edward Van Horne - (ceo & President),7/11/06,8/21/19,Org
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1659305902.aspx,"American Medical Response

						Lbn American Medical Response West","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","1510 Rollins Rd Burlingame, Ca 94010-2306",Burlingame,CA,650-259-1333,-,American Medical Response West,Edward Van Horne - (ceo & President),7/11/06,3/25/20,Org
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1720012925.aspx,"American Medical Response

						Lbn American Medical Response West","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","930 S A St Santa Rosa, Ca 95404-5439",Rosa,CA,707-536-0400,-,American Medical Response West,Edward Van Horne - (ceo & President),7/11/06,3/25/20,Org
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1770517971.aspx,"American Medical Response

						Lbn American Medical Response West","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","2400 Bisso Ln Concord, Ca 94520-4832",Concord,CA,888-267-6591,-,American Medical Response West,Edward Van Horne - (ceo & President),7/11/06,3/25/20,Org
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1932127578.aspx,"American Medical Response

						Lbn American Medical Response West","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","1255 Triangle Ct West Sacramento, Ca 95605-2343",Sacramento,CA,916-563-0601,-,American Medical Response West,Edward Van Horne - (ceo & President),7/18/06,3/25/20,Org
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1972537173.aspx,"American Medical Response

						Lbn American Medical Response West","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","10 Victor Sq Scotts Valley, Ca 95066-3562",Valley,CA,831-423-7030,-,American Medical Response West,Edward Van Horne - (ceo & President),7/11/06,3/25/20,Org
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1982638227.aspx,"American Medical Response

						Lbn American Medical Response West","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","1870 Hillcrest Rd Hollister, Ca 95023-5204",Hollister,CA,831-636-9391,-,American Medical Response West,Edward Van Horne - (ceo & President),7/11/06,3/25/20,Org
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1194833939.aspx,"American Medical Response; Amr

						Lbn American Medical Response Ambulance Service, Inc.","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","8808 Balboa Ave Ste 150 San Diego, Ca 92123-6502",Diego,CA,858-492-3500,-,"American Medical Response Ambulance Service, Inc.",Eric Thomas - (svp Of Revenue Management),8/29/06,6/15/20,Org
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1578597886.aspx,"American Medical Response (Amr)

						Lbn American Medical Response Ambulance Service, Inc.","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","879 Marlborough Ave Riverside, Ca 92507-2133",Riverside,CA,951-782-5200,-,"American Medical Response Ambulance Service, Inc.",Edward Van Horne - (ceo & President),7/10/06,5/1/20,Org
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1689608994.aspx,"American Medical Response (Amr)

						Lbn Springs Ambulance Service, Inc.","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","1111 Montalvo Way Palm Springs, Ca 92262-5440",Springs,CA,760-883-5000,-,"Springs Ambulance Service, Inc.",Eric Thomas - (svp Of Revenue Management),7/10/06,6/15/20,Org
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1558479543.aspx,"American Medical Response

						Lbn Desert Valley Medical Transport Inc","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","14828 7th St Victorville, Ca 92395-4024",Victorville,CA,760-952-7400,-,Desert Valley Medical Transport Inc,Eric Thomas - (svp Of Revenue Management),8/29/06,6/15/20,Org
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1366550360.aspx,"American Medical Response

						Lbn Hemet Valley Ambulance Service Inc","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","208 E Devonshire Ave Hemet, Ca 92543-2906",Hemet,CA,951-765-3900,-,Hemet Valley Ambulance Service Inc,Edward Van Horne - (ceo & President),8/29/06,8/22/19,Org
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1043304660.aspx,American Medical Response Of Inland Empire,"An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","600 S. Iowa St Redlands, Ca 92373",Redlands,CA,909-793-7676,-,American Medical Response Of Inland Empire,Louis Meyer - (president And Ceo),10/3/06,10/10/07,Org
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1740653005.aspx,"American Specialty Ambulance

						Lbn American Specialty Ambulance, Llc","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","4120 Dale Rd Ste J8-140 Modesto, Ca 95356-9232",Modesto,CA,209-505-1035,-,"American Specialty Ambulance, Llc",Gia Smith - (ceo),11/9/15,11/9/15,Org
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1396743225.aspx,"Americare Ambulance

						Lbn Americare Medservices Inc.","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","1059 E Bedmar St Carson, Ca 90746-3601",Carson,CA,310-835-9390,-,Americare Medservices Inc.,Mike Summers - (president/ceo),7/13/05,5/29/08,Org
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1861650640.aspx,"Americare Ambulance

						Lbn Americare Medservices Inc.","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","1924 Commercial St Escondido, Ca 92029-1254",Escondido,CA,310-835-9390,-,Americare Medservices Inc.,Mike Summers - (president/ceo),5/28/08,5/28/08,Org
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1972761617.aspx,"Americare Ambulance

						Lbn Americare Medservices Inc.","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","1059 E Bedmar St Carson, Ca 90746-3601",Carson,CA,310-835-3930,-,Americare Medservices Inc.,Mike Summers - (president/ceo),5/29/08,5/29/08,Org
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1376722769.aspx,"Amt Ambulance, Inc","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","7046 Darby Ave Reseda, Ca 91335-4401",Reseda,CA,818-705-0060,-,"Amt Ambulance, Inc",Sergey Brusilovsky - (ceo),11/1/07,12/5/12,Org
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1790939452.aspx,"Amt Ambulance Services

						Lbn Aamt California, Inc.","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","541 Curtola Pkwy Suite D Vallejo, Ca 94590-6924",Vallejo,CA,707-552-5370,-,"Aamt California, Inc.",Sandra West - (chief Fiancial Officer),11/7/08,1/16/09,Org
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1821503590.aspx,"Anderson Fire Department

						Lbn Anderson Fire Protection District","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","1925 Howard St Anderson, Ca 96007-3340",Anderson,CA,530-378-6699,-,Anderson Fire Protection District,Steve Lowe - (fire Chief),12/4/17,12/4/17,Org
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1326194317.aspx,Anderson Valley Ambulance Service,"An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","13500 Airport Rd Boonville, Ca 95415-9133",Boonville,CA,707-895-3123,-,Anderson Valley Ambulance Service,Arthur Hatcher - (general Manager),1/25/07,2/6/14,Org
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1881132843.aspx,"Anderson Valley Fire Department

						Lbn Anderson Valley Community Services District","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","14281 Hwy 128 Boonville, Ca 95415",Boonville,CA,707-895-2020,-,Anderson Valley Community Services District,Andres Avila - (fire Chief),2/9/17,2/9/17,Org
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1952475493.aspx,"Angwin Community Ambulance

						Lbn Napa County Community Ambulance","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","275 College Ave Angwin, Ca 94508",Angwin,CA,707-965-2468,-,Napa County Community Ambulance,Dennis Elkins - (cfo),11/17/06,4/5/18,Org
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1326045949.aspx,Antelope Ambulance Service,"An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","42540 N. 6th Street East Lancaster, Ca 93535-5202",Lancaster,CA,661-951-1998,-,Antelope Ambulance Service,Douglas Cain - (corporate Secretary),6/29/05,2/1/18,Org
https://npidb.org/organizations/transportation_services/land-transport_3416l0300x/1952603482.aspx,"Apollo Ambulance

						Lbn Care Plust Medical Transport, Llc",-,"6748 Mission St Suite 301 Daly City, Ca 94014-2031",City,CA,310-422-5554,-,"Care Plust Medical Transport, Llc",Austin Hajjar - (president),12/5/10,12/5/10,Org
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1548757081.aspx,Apollo Medical Transportation Inc,"An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","3965 Apore St La Mesa, Ca 91941-7700",Mesa,CA,619-301-6806,-,Apollo Medical Transportation Inc,Sacha Ridgway - (ceo),4/19/18,4/19/18,Org
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1255395570.aspx,Apt Ambulance Company,"An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","1227 S La Brea Ave Inglewood, Ca 90301-3821",Inglewood,CA,310-846-4000,-,Apt Ambulance Company,Darcy Campos - (general Manager),4/13/06,8/22/20,Org
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1184603235.aspx,Arcata-mad River Ambulance,"An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","220 F St Arcata, Ca 95521-6616",Arcata,CA,707-822-3353,-,Arcata-mad River Ambulance,Douglas Boileau - (general Manager/ Vice President),1/16/06,10/4/11,Org
https://npidb.org/organizations/transportation_services/land-transport_3416l0300x/1114430998.aspx,Arcata-mad River Ambulance Llc,-,"220 F St Arcata, Ca 95521-6616",Arcata,CA,707-822-2501,-,Arcata-mad River Ambulance Llc,Eric Thomas - (svp Of Revenue Management),11/15/17,6/23/20,Org
https://npidb.org/organizations/transportation_services/land-transport_3416l0300x/1073856662.aspx,"A.r.t Ambulance Service

						Lbn Acute Response Transport Ambulance",-,"1685 E Main St # 201-202 El Cajon, Ca 92021-5225",Cajon,CA,858-737-9864,-,Acute Response Transport Ambulance,Arthur Yeow-fong - (ceo),4/1/13,3/17/18,Org
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1558350140.aspx,"Baker Emergency Medical Service, Inc","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","633 Front St Needles, Ca 92363-2950",Needles,CA,760-326-5299,-,"Baker Emergency Medical Service, Inc",Michael Lowenthal - (director),10/17/05,12/16/19,Org
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1467526905.aspx,Barona Band Of Mission Indians,"An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","1112 Barona Rd Lakeside, Ca 92040-1540",Lakeside,CA,619-390-2794,-,Barona Band Of Mission Indians,Ken Kremensky - (fire Chief),11/17/06,8/22/19,Org
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1548531627.aspx,"Bay Medic Ambulance

						Lbn Bay Medic Transportation, Inc","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","1485 Coventry Rd Concord, Ca 94518-1120",Concord,CA,925-689-9000,-,"Bay Medic Transportation, Inc",Nesar Abdiani - (ceo),1/20/12,1/20/12,Org
