url,Company Name,Description,Address,city,State,Phone,Website,LBN Legal business name,Authorized official,Enumeration date,Last updated,OrganizationOrSole,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1700930153.aspx,1st Alert,"An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","6635 Lakeview Dr San Antonio, Tx 78244-1658",Antonio,TX,866-929-8267,-,1st Alert,Nicole West - (owner),1/23/07,8/22/20,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1255415691.aspx,"1st Alert Ems, Llc","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","4400 S Wayside Dr Ste.100 Houston, Tx 77087-1125",Houston,TX,713-641-5700,-,"1st Alert Ems, Llc",Nicole West - (owner),10/24/06,6/17/08,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1700930153.aspx,1st Alert,"An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","6635 Lakeview Dr San Antonio, Tx 78244-1658",Antonio,TX,866-929-8267,-,1st Alert,Nicole West - (owner),1/23/07,8/22/20,Orgurl,Company Name,Description,Address,city,State,Phone,Website,LBN Legal business name,Authorized official,Enumeration date,Last updated,OrganizationOrSole,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1700930153.aspx,1st Alert-E-,"An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","6635 Lakeview Dr San Antonio, Tx 78244-1658",Antonio,TX,866-929-8267,-,1st Alert,Nicole West - (owner),1/23/07,8/22/20,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1255415691.aspx,"1st Alert Ems, Llc-E-","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","4400 S Wayside Dr Ste.100 Houston, Tx 77087-1125",Houston,TX,713-641-5700,-,"1st Alert Ems, Llc",Nicole West - (owner),10/24/06,6/17/08,Org,,,,,,,,,,,,https://npidb.org/organizations/transportation_services/ambulance_341600000x/1255630919.aspx,"1st Med Ems

						Lbn 1st Med Ems Inc-E-","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","12360 Richmond Ave 1431 Houston, Tx 77082-2421",Houston,TX,832-640-3460,-,1st Med Ems Inc,Onyewuchi Nwosu - (director),3/21/11,3/21/11,Org
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1467763417.aspx,"1st Quest Ems

						Lbn Quest Ems Inc-E-","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","9898 Bissonnet St Suite 375 - I Houston, Tx 77036-8270",Houston,TX,713-981-6955,-,Quest Ems Inc,Greg Odikpo - (ceo),6/24/10,6/10/11,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1265526511.aspx,24/7 Ambulance-E-,"An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","6666 Harbor Town Dr Apt A206 Houston, Tx 77036-4081",Houston,TX,832-755-0224,-,24/7 Ambulance,Sameer Yousef - (owner),10/3/06,6/13/08,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1922090398.aspx,24/7 Ambulance Services Inc-E-,"An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","6201 Bonhomme Rd Suite 388n Houston, Tx 77036-4365",Houston,TX,832-755-0224,-,24/7 Ambulance Services Inc,Sameer Yousef - (owner),8/22/05,6/16/08,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1508005414.aspx,"A-1 Ems

						Lbn A-1 Ems-E-","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","827 Citation Dr Stafford, Tx 77477-6374",Stafford,TX,832-567-2450,-,A-1 Ems,Brian Rogers - (ceo),2/17/09,4/10/09,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1275729030.aspx,A-1 First Response Ems Inc-E-,"An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","8034 Culebra Rd Ste 528 San Antonio, Tx 78251-1882",Antonio,TX,210-523-0911,-,A-1 First Response Ems Inc,Lucy Rios - (board Of Director),9/14/07,3/30/15,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1437429271.aspx,A-1 Omega Ems Inc-E-,"An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","9898 Bissonnet St Suite 598 I Houston, Tx 77036-8270",Houston,TX,713-343-4261,-,A-1 Omega Ems Inc,Prince Paul Agbonlahor - (ceo),1/11/12,4/23/12,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1790079952.aspx,"A & A Bright Ems

						Lbn Anselm O Ibe-E-","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","9898 Bissonnet St 375e Houston, Tx 77036-8270",Houston,TX,281-748-7171,-,Anselm O Ibe,Anselm Ibe - (owner),6/6/11,9/6/11,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1962677062.aspx,"A & A Ems, Inc.-E-","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","7811 La Roche Ln Houston, Tx 77036-6703",Houston,TX,832-276-8263,-,"A & A Ems, Inc.",Alex Haidari - (owner),4/29/08,4/29/08,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1730287202.aspx,"A Ambulance Service, Inc-E-","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","6245 Brookhill Dr Ste 2 Houston, Tx 77087-1130",Houston,TX,713-789-5070,-,"A Ambulance Service, Inc",Robert Jasper - (owner),9/20/06,6/13/08,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1235213786.aspx,A Believers Ems Llc-E-,"An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","13940 Bammel North Houston Rd 233 Houston, Tx 77066-2958",Houston,TX,281-587-8700,-,A Believers Ems Llc,Rodney Baker - (operations Director),10/24/06,1/28/08,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1417056425.aspx,A & D Ambulance-E-,"An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","14610 Shadewood Ct Houston, Tx 77015-1763",Houston,TX,713-373-6351,-,A & D Ambulance,Alton Fisher - (owner),9/22/06,10/23/07,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1720318827.aspx,"A-elite Ems

						Lbn A- Elite Ems Services Llc-E-","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","5373 W. Alabama Suite 500 Houston, Tx 77056-5998",Houston,TX,713-481-1898,-,A- Elite Ems Services Llc,Johnnie Walker - (administration),1/12/10,1/12/10,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1205829835.aspx,A W E M S Inc-E-,"An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","7457 Harwin Dr Suite 258 Houston, Tx 77036-2018",Houston,TX,713-780-3857,-,A W E M S Inc,Misarenina Walker - (owner),8/30/05,3/23/12,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1043526379.aspx,Aa Ambulance Services Llc-E-,"An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","13087 S Highway 288b Angleton, Tx 77515-9660",Angleton,TX,713-661-2500,-,Aa Ambulance Services Llc,Shane Kelly - (president),8/24/10,11/5/10,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1033272869.aspx,"Aaa Ambulance

						Lbn Samuel E Benson Iii-E-","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","417 E Cedar Ave Ste I Mcallen, Tx 78501-8729",Mcallen,TX,956-457-8343,-,Samuel E Benson Iii,Samuel Benson - (owner / Operator),12/19/06,8/27/15,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1518949577.aspx,"Abernathy Vems

						Lbn City Of Abernathy-E-","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","811 Avenue D Abernathy, Tx 79311-3400",Abernathy,TX,806-298-2546,-,City Of Abernathy,Mike Cypert - (director),11/16/05,6/7/11,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1053546879.aspx,Absolute Care Ambulance Services Llc.-E-,"An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","6419 Oakmont Creek Dr Spring, Tx 77379-1934",Spring,TX,832-397-7446,-,Absolute Care Ambulance Services Llc.,Fredrick Rideaux - (owner),5/22/09,5/22/09,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1093952863.aspx,"Absolute Of Sa Ambulance Service, Inc.-E-","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","1301 Hospital Blvd Unit 2 Floresville, Tx 78114-2731",Floresville,TX,830-393-4271,-,"Absolute Of Sa Ambulance Service, Inc.",Jessie Davis - (president),1/14/09,1/26/12,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1093812018.aspx,Abundant Ambulance Llc-E-,"An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","8034 Culebra Rd 102 San Antonio, Tx 78251-1882",Antonio,TX,210-444-9039,-,Abundant Ambulance Llc,Rosalyn Smart - (owner),9/20/06,7/16/10,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1053755702.aspx,Acadian Ambulance Service Of Texas Llc-E-,"An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","11127 Osgood St Ste 2 San Antonio, Tx 78233-5703",Antonio,TX,800-259-2222,-,Acadian Ambulance Service Of Texas Llc,Thomas Leonards - (contract & Data Analyst),4/24/13,4/24/13,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1083058739.aspx,Acadian Ambulance Service Of Texas Llc-E-,"An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","2022 Humble Place Dr Humble, Tx 77338-5281",Humble,TX,800-259-2222,-,Acadian Ambulance Service Of Texas Llc,Thomas Leonards - (contract & Data Analyst),4/24/13,4/24/13,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1316381064.aspx,Acadian Ambulance Service Of Texas Llc-E-,"An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","326 S Enterprize Pkwy Suite B Corpus Christi, Tx 78405-3927",Christi,TX,800-259-2222,-,Acadian Ambulance Service Of Texas Llc,Thomas Leonards - (contract & Data Analyst),4/24/13,4/24/13,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1336583806.aspx,Acadian Ambulance Service Of Texas Llc-E-,"An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","3720 Corley St Beaumont, Tx 77701-6431",Beaumont,TX,800-259-2222,-,Acadian Ambulance Service Of Texas Llc,Thomas Leonards - (contract & Data Analyst),4/26/13,4/26/13,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1750676870.aspx,Acadian Ambulance Service Of Texas Llc-E-,"An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","4100 Ed Bluestein Blvd Suite 100 Austin, Tx 78721-2300",Austin,TX,800-259-3333,-,Acadian Ambulance Service Of Texas Llc,Claire Wells - (admin Assist. Vp Gov. Rel.and Reimb),6/16/11,5/6/16,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1851735500.aspx,Acadian Ambulance Service Of Texas Llc-E-,"An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","1100 S Stemmons Fwy Suite B Lake Dallas, Tx 75065-2972",Dallas,TX,800-259-2222,-,Acadian Ambulance Service Of Texas Llc,Thomas Leonards - (contract & Data Analyst),4/24/13,4/24/13,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1366886046.aspx,Acadian Ambulance Service Of Tx Llc-E-,"An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","4100 Ed Bluestein Blvd Suite 100 Austin, Tx 78721-2300",Austin,TX,800-259-2222,-,Acadian Ambulance Service Of Tx Llc,Thomas Leonards - (contract & Data Analyst),4/24/13,4/24/13,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1205846268.aspx,"Accu-care Ems, Inc.-E-","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","12166 Ormandy St Houston, Tx 77085-1147",Houston,TX,713-721-0888,-,"Accu-care Ems, Inc.",John Weathersby - (owner),8/9/06,8/19/08,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1538174321.aspx,"Accu-care Ems, Inc-E-","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","12166 Ormandy St Houston, Tx 77085-1147",Houston,TX,713-721-0888,-,"Accu-care Ems, Inc",John Weathersby - (owner),7/30/06,8/22/20,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1639250418.aspx,Ace Ambulance Service-E-,"An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","7100 Regency Square Blvd Ste 104 Houston, Tx 77036-3208",Houston,TX,713-975-7800,-,Ace Ambulance Service,Haitham Rahman - (owner),10/18/06,10/19/07,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1609011519.aspx,"Ace Ems

						Lbn Palm Health Services Llc-E-","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","9894 Bissonnet St Ste 250 Houston, Tx 77036-8239",Houston,TX,713-975-7800,-,Palm Health Services Llc,Firas Abdel-rahman - (ceo),12/5/08,10/15/09,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1164747465.aspx,Acute Medical Services Llc-E-,"An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","5719 Edward Dr Houston, Tx 77032-2611",Houston,TX,281-831-9944,-,Acute Medical Services Llc,Jody Meads - (president),3/30/10,4/3/18,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1831461011.aspx,Adams Ems Inc-E-,"An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","2715 Darby Brook Dr Fresno, Tx 77545-8122",Fresno,TX,281-772-2499,-,Adams Ems Inc,Obiefuna Monwe - (administrator),2/2/12,2/2/12,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1336452937.aspx,Adex Ems Inc-E-,"An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","8911 Boulder Springs Dr Houston, Tx 77083-5749",Houston,TX,832-549-7685,-,Adex Ems Inc,Anthony Ademolu - (ceo),7/23/10,7/23/10,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1265737845.aspx,"Adonai Ambulance Service

						Lbn George Matthews Consultants Inc-E-","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","6531 Emerald Canyon Rd Katy, Tx 77450-8735",Katy,TX,713-201-9032,-,George Matthews Consultants Inc,George Matthews - (administrtor),1/13/11,2/1/11,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1366644031.aspx,"Adrian Ems

						Lbn Adrian Vfd-E-","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","102 E. 5th Adrian, Tx 79001",Adrian,TX,806-570-3332,-,Adrian Vfd,Erin Krahn - (ems Director),6/4/07,6/6/16,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1366760258.aspx,"Advance Care Ems

						Lbn Advance Care Ems Inc-E-","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","1710 S Dairy Ashford St Suite 108 Houston, Tx 77077-3853",Houston,TX,281-679-6840,-,Advance Care Ems Inc,Ahmed Bombata - (ceo),5/17/10,9/23/10,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1235186032.aspx,Advance Ems-E-,"An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","6040 Westpark Dr Suite E10 Houston, Tx 77057-7533",Houston,TX,713-660-7007,-,Advance Ems,Greg Politte - (ceo Partner),5/27/06,4/15/08,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/land-transport_3416l0300x/1609892272.aspx,"Advance Ems, Ltd.-E-",-,"5018 Chancellor Row Corpus Christi, Tx 78416-2106",Christi,TX,361-857-2059,-,"Advance Ems, Ltd.",Marina Kislyuk - (general Manager),7/15/06,5/31/13,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1831207919.aspx,Advanced Cardiac And Trauma Emergency Medical Services Inc-E-,"An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","1601 E Mile 14 1/2 N Weslaco, Tx 78596-2466",Weslaco,TX,956-262-1163,-,Advanced Cardiac And Trauma Emergency Medical Services Inc,Ricardo Vaiz - (president),8/28/06,8/2/10,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1376538447.aspx,Advanced Diagnostic Transport-E-,"An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","8307 Knight Rd. Houston, Tx 77054",Houston,TX,713-243-3225,-,Advanced Diagnostic Transport,Matt Williams - (owner),9/15/05,6/16/08,Org,,,,,,,,,,,,,,,,,,,,,,,,
