url,Company Name,Description,Address,city,State,Phone,Website,LBN Legal business name,Authorized official,Enumeration date,Last updated,OrganizationOrSole
https://npidb.org/organizations/agencies/community-behavioral-health_251s00000x/1184246712.aspx,A Loving Hand Llc,"A private or public agency usually under local government jurisdiction, responsible for assuring the delivery of community based mental health, mental retardation, substance abuse and/or behavioral health services to individuals with those disabilities. Services may range from companion care, respite, transportation, community integration, crisis intervention and stabilization, supported employment, day support, prevocational services, residential support, therapeutic and supportive consultation, environmental modifications, intensive in-home therapy and day treatment, in addition to traditional mental health and behavioral treatment.","15823 Sky Land Dr Houston, Tx 77073-5543",Houston,TX,346-600-3564,-,A Loving Hand Llc,Tiwana Fuselier - (manager),5/18/20,5/18/20,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1700262557.aspx,A Plus Care,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","3816 Acacia Trl The Colony, Tx 75056-3681",Colony,TX,313-460-1722,-,A Plus Care,Roderic Horton - (president),8/4/15,8/4/15,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1184011439.aspx,A Plus Medical Transportation,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","810 Rayford Rd Apt 503 Spring, Tx 77386",Spring,TX,832-727-3140,-,A Plus Medical Transportation,Phil Evans - (owner),4/23/15,4/23/15,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1063969814.aspx,A Plus Vantage Llc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","6314 Torrance Elms Ct Katy, Tx 77449-2064",Katy,TX,713-560-0775,-,A Plus Vantage Llc,Mark Sanchez - (managing Member),9/8/16,9/8/16,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1508489386.aspx,A Safer Transit Llc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","9900 Westpark Dr Ste 130 Houston, Tx 77063-5280",Houston,TX,832-416-5582,-,A Safer Transit Llc,Marcellus Irvin - (managing Member),5/27/20,5/27/20,Org
https://npidb.org/organizations/managed_care/exclusive-provider-organization_302f00000x/1043564388.aspx,"A Therapist Touch

						Lbn Sharhonda Adkins-johnson","(1) An EPO is a form of PPO, in which patients must visit a caregiver that is specified on its panel of providers (is a participating provider). If a visit to an outside(not participating) provider is made the EPO offers very limited or no coverage for the medical service; (2) While similar to a PPO in that an EPO allows patients to go outside the network for care, if they do so in an EPO, they are required to pay the entire cost of care. An EPO differs from an HMO in that EPO physicians do not receive capitation but instead are reimbursed only for actual services provided; (3) An organization identical to a preferred provider organization except that persons enrolled in the plan are eligible to receive benefits only when they use the services of the contracting providers. No benefits are available when non-contracting providers are used, except in certain emergency situations.","3939 Us Highway 80 E 458 B Mesquite, Tx 75150-3359",Mesquite,TX,469-206-0652,-,Sharhonda Adkins-johnson,Sharhonda Adkins-johnson - (owner),11/8/12,3/21/13,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1770100067.aspx,A1.services,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","4040 Synott Rd Apt 909 Houston, Tx 77082-5242",Houston,TX,713-484-9603,-,A1.services,Regina Wilhite - (administrator/owner),7/2/20,7/2/20,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1801300868.aspx,A24 Transportation,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","12611 Hornbeam Dr Dallas, Tx 75243-2607",Dallas,TX,469-642-6517,-,A24 Transportation,Moshreg Mustafa - (md),11/28/17,11/28/17,Org
https://npidb.org/organizations/agencies/home-health_251e00000x/1396071189.aspx,"A2b Medical Transport Services

						Lbn Mjo Concepts Inc","A public agency or private organization, or a subdivision of such an agency or organization, that is primarily engaged in providing skilled nursing services and other therapeutic services, such as physical therapy, speech-language pathology services, or occupational therapy, medical social services, and home health aide services. It has policies established by a professional group associated with the agency or organization (including at least one physician and one registered nurse) to govern the services and provides for supervision of such services by a physician or a registered nurse; maintains clinical records on all patients; is licensed in accordance with State or local law or is approved by the State or local licensing agency as meeting the licensing standards, where applicable; and meets other conditions found by the Secretary of Health and Human Services to be necessary for health and safety.","3268 Yeltes Grand Prairie, Tx 75054-6710",Prairie,TX,972-213-1164,-,Mjo Concepts Inc,Eduardo Orosa - (president),10/28/09,11/9/09,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1568847051.aspx,A4apple,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","7545 Berrenda Dr Fort Worth, Tx 76131-5137",Worth,TX,817-757-5831,-,A4apple,Mohammad Ali - (manager),7/24/15,7/24/15,Org
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1033272869.aspx,"Aaa Ambulance

						Lbn Samuel E Benson Iii","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","417 E Cedar Ave Ste I Mcallen, Tx 78501-8729",Mcallen,TX,956-457-8343,-,Samuel E Benson Iii,Samuel Benson - (owner / Operator),12/19/06,8/27/15,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1861014904.aspx,Aalvina And Elijah Inc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1848 Potrillo Ln Fort Worth, Tx 76131-1446",Worth,TX,817-909-2280,-,Aalvina And Elijah Inc,Theodore Gray - (owner/ President),5/12/20,5/12/20,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1427594233.aspx,Abb Care Transport Inc.,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","2112 E Mitchell St Arlington, Tx 76010-3149",Arlington,TX,817-504-5149,-,Abb Care Transport Inc.,Amin Abbasher - (presedint / Ceo),1/18/17,1/18/17,Org
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1871037382.aspx,Amin Abbasharnon-emergency Medical Transport (Van),"Profile for AMIN ABBASHAR in ARLINGTON, TX.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","2112 E Mitchell St Arlington, Tx 76010-3149",Arlington,TX,817-504-5149,-,-,s-Amin Abbasharnon-emergency Medical Transport (Van)-Active,12/19/16,12/19/16,Sole
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1346675980.aspx,Abbet Transportation Services Llc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","5057 Keller Springs Rd Suite 300 Addison, Tx 75001-6231",Addison,TX,888-511-8225,-,Abbet Transportation Services Llc,Abemelek Alemayehu - (manager),9/12/13,9/12/13,Org
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1902301773.aspx,Eltahir M Abbonon-emergency Medical Transport (Van),"Profile for ELTAHIR M ABBO in HOUSTON, TX.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","6610 Harwin Dr # 211 Houston, Tx 77036-2232",Houston,TX,623-703-2988,-,-,s-Eltahir M Abbonon-emergency Medical Transport (Van)-Active,3/26/18,3/26/18,Sole
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1366052268.aspx,Abby's Promise Transportation,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","13612 Midway Rd Ste 333-15 Dallas, Tx 75244-4308",Dallas,TX,800-474-1388,-,Abby's Promise Transportation,Ryan Lutz - (director Of Operations),8/5/20,8/5/20,Org
https://npidb.org/organizations/residential_treatment/residential-treatment-facility-mental-retardation-developmental-disabilities_320600000x/1881960748.aspx,Abcco Care Group Inc,A residential facility that provides habilitation services and other care and treatment to adults or children diagnosed with developmental disabilities and/or mental retardation and are not able to live independently.,"10110 Forum West Dr Apt 426 Houston, Tx 77036-8355",Houston,TX,838-212-4638,-,Abcco Care Group Inc,Omolara Adams - (dircetor/program Manager),3/26/12,3/26/12,Org
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1912360215.aspx,Shafee Abdirahmannon-emergency Medical Transport (Van),"Profile for SHAFEE ABDIRAHMAN in ARLINGTON, TX.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","2228 Madrid Ct Arlington, Tx 76013",Arlington,TX,817-715-3638,-,-,s-Shafee Abdirahmannon-emergency Medical Transport (Van)-Active,4/4/16,4/4/16,Sole
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1699211276.aspx,Yishak Y Abebunon-emergency Medical Transport (Van),"Profile for YISHAK Y ABEBU in GARLAND, TX.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1502 Townbluff St. Garland, Tx 75040",Garland,TX,469-618-6301,-,-,s-Yishak Y Abebunon-emergency Medical Transport (Van)-Active,1/6/17,1/6/17,Sole
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1528522125.aspx,Anteneh T Aberranon-emergency Medical Transport (Van),"Profile for Dr ANTENEH T ABERRA in AUSTIN, TX.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","3501 Shoreline Dr Apt 927 Austin, Tx 78728-4492",Austin,TX,616-284-9131,-,-,s-Anteneh T Aberranon-emergency Medical Transport (Van)-Active,1/28/19,1/28/19,Sole
https://npidb.org/organizations/agencies/case-management_251b00000x/1922414135.aspx,Ability Concepts Llc,"An organization that is responsible for providing case management services.  The agency provides services which assist an individual in gaining access to needed medical, social, educational, and/or other services.  Case management services may be used to locate, coordinate, and monitor necessary appropriate services.  It may be used to encourage the use of cost-effective medical care by referrals to appropriate providers and to discourage over utilization of costly services.  Case management may also serve to provide necessary coordination of non-medical services such as vocational rehabilitation, education, employment, when the services provided enable the individual to function at the highest level.","8500 N Stemmons Fwy Suite 6045 Dallas, Tx 75247-3832",Dallas,TX,214-879-1964,-,Ability Concepts Llc,Tammy Nnamani - (managing Director),7/8/14,3/19/15,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1043607799.aspx,Ability In Motion Transporttion Service,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","8500 N Stemmons Fwy Suite 6045 Dallas, Tx 75247-3832",Dallas,TX,214-879-1964,-,Ability In Motion Transporttion Service,Tammy Nnamani - (managing Director),4/21/15,4/21/15,Org
https://npidb.org/organizations/residential_treatment/community-based-residential-treatment-facility-mental-retardation-developmental-disabilities_320900000x/1013283571.aspx,Abol Care Group Inc,"A home-like residential facility providing habilitation, support and monitoring services to individuals diagnosed with mental retardation and/or developmental disabilities.","17730 Scarlett Falls Ln Richmond, Tx 77407-2155",Richmond,TX,832-757-9488,-,Abol Care Group Inc,Bilikisu Andrews - (program Manager),3/29/12,3/29/12,Org
https://npidb.org/organizations/agencies/community-behavioral-health_251s00000x/1841683851.aspx,"Abound Abilities

						Lbn Questcare Health & Community Services Llc","A private or public agency usually under local government jurisdiction, responsible for assuring the delivery of community based mental health, mental retardation, substance abuse and/or behavioral health services to individuals with those disabilities. Services may range from companion care, respite, transportation, community integration, crisis intervention and stabilization, supported employment, day support, prevocational services, residential support, therapeutic and supportive consultation, environmental modifications, intensive in-home therapy and day treatment, in addition to traditional mental health and behavioral treatment.","1918 Freeman St Houston, Tx 77009-8335",Houston,TX,281-746-5823,-,Questcare Health & Community Services Llc,Tojuna Eldridge - (owner/ Program Director),3/16/15,4/11/19,Org
https://npidb.org/organizations/agencies/home-health_251e00000x/1740814185.aspx,Above All Needs Llc,"A public agency or private organization, or a subdivision of such an agency or organization, that is primarily engaged in providing skilled nursing services and other therapeutic services, such as physical therapy, speech-language pathology services, or occupational therapy, medical social services, and home health aide services. It has policies established by a professional group associated with the agency or organization (including at least one physician and one registered nurse) to govern the services and provides for supervision of such services by a physician or a registered nurse; maintains clinical records on all patients; is licensed in accordance with State or local law or is approved by the State or local licensing agency as meeting the licensing standards, where applicable; and meets other conditions found by the Secretary of Health and Human Services to be necessary for health and safety.","13423 Country Path Way Houston, Tx 77038-2448",Houston,TX,346-857-6728,-,Above All Needs Llc,Jianlin Zhou - (ceo),2/25/20,2/25/20,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1255716858.aspx,Aby Medical Transport,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","6630 Eastridge Dr Apt 129 Dallas, Tx 75231-7019",Dallas,TX,214-504-2173,-,Aby Medical Transport,Esayas Belaynew - (owner),7/23/15,7/23/15,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1679972079.aspx,Aca Elete Enterprises Llc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","2646 S Loop W Suite 505g Houston, Tx 77054-2665",Houston,TX,832-800-7409,-,Aca Elete Enterprises Llc,Christopher Johnson - (owner),8/21/14,8/21/14,Org
https://npidb.org/organizations/agencies/in-home-supportive-care_253z00000x/1326507328.aspx,Access Care Of America,"An In Home Supportive Care Agency provides services in the patient?s home with the goal of enabling the patient to remain at home.  The services provided may include personal care services such as hands-on assistance with activities of daily living (ADLs), e.g., eating, bathing, dressing, and bladder and bowel requirements; homemaker services and instrumental activities of daily living (IADLs), e.g., taking medications, shopping for groceries, laundry, housekeeping, and companionship; and/or supervision or cuing so that a person can perform tasks themselves.","2000 E Lamar Blvd Ste 600 Arlington, Tx 76006-7361",Arlington,TX,903-617-8027,-,Access Care Of America,Neneh Bah - (ceo/program Manager),3/19/19,3/19/19,Org
https://npidb.org/organizations/transportation_services/private-vehicle_347c00000x/1639790538.aspx,Accolade Transport Llc,An individual paid to provide non-emergency transportation using their privately owned/leased vehicle.,"3209 Premier Dr Ste 103 Plano, Tx 75075-2355",Plano,TX,402-216-9569,-,Accolade Transport Llc,Daniel Dzikiti - (president),5/1/20,5/1/20,Org
https://npidb.org/organizations/transportation_services/secured-medical-transport-van_343800000x/1659924173.aspx,"Accuride

						Lbn Ample Enterprises Llc","A public or privately owned transportation service with vehicles, specially equipped to provide enhanced safety, security and passenger restraint, and staffed by one or more individuals trained to work with patients in crisis situations resulting from mental or emotional illness and/or substance abuse.","4401 Oxford Dr Corpus Christi, Tx 78411-4812",Christi,TX,512-803-4201,-,Ample Enterprises Llc,Daniel Negassi - (managing Member),7/23/19,7/24/19,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1164050738.aspx,Ace Ride Share,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","5725 E Lancaster Ave # 209 Fort Worth, Tx 76112-6528",Worth,TX,817-851-1663,-,Ace Ride Share,Jabrill Jimaale - (owner),3/30/20,3/30/20,Org
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1174145098.aspx,"Adwoa Acheampong, Rn – Npi #1174145098non-emergency Medical Transport (Van)","Profile for ADWOA ACHEAMPONG in RICHMOND, TX.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","17511 Murrayfield Ct Richmond, Tx 77407-2009",Richmond,TX,443-285-9402,-,-,"s-Adwoa Acheampong, Rn – Npi #1174145098non-emergency Medical Transport (Van)-Active",5/13/20,5/13/20,Sole
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1295275709.aspx,Achtransport,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1048 Stanford Ln Lewisville, Tx 75067-2966",Lewisville,TX,469-688-7701,-,Achtransport,Caranieta Rolfe - (transportation Provider),3/2/17,3/2/17,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1689039190.aspx,Acs Med Transportation,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","303 E Danieldale Rd Suite B Duncanville, Tx 75137-4005",Duncanville,TX,214-507-6636,-,Acs Med Transportation,Christiana Agwaife - (owner),12/28/15,12/28/15,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1265936884.aspx,"Addicks Healthcare And Logistics

						Lbn Gold Strides Group Llc","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","13155 Noel Rd Ste 900 Dallas, Tx 75240-6882",Dallas,TX,940-206-0195,-,Gold Strides Group Llc,Imoudu Edeki - (managing Partner),3/20/18,3/20/18,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1043758725.aspx,Addison's Caring Hands,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1911 Laurel Oak Ct Arlington, Tx 76001-8461",Arlington,TX,682-556-2463,-,Addison's Caring Hands,William Benn - (coo),2/2/17,2/2/17,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1184246407.aspx,Adek's Transportation Llc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","7731 Deep Green Dr Rosenberg, Tx 77469-4615",Rosenberg,TX,832-216-1984,-,Adek's Transportation Llc,Emmanuel Adekunle - (owner /manager),5/8/20,5/8/20,Org
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1255850376.aspx,Melika H Ademnon-emergency Medical Transport (Van),"Profile for MELIKA H ADEM in HOUSTON, TX.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","6420 Richmond Ave Ste 415 Houston, Tx 77057-5925",Houston,TX,832-581-3288,-,-,s-Melika H Ademnon-emergency Medical Transport (Van)-Active,9/11/17,9/11/17,Sole
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1013447838.aspx,Olukemi O Adenirannon-emergency Medical Transport (Van),"Profile for OLUKEMI O ADENIRAN in HOUSTON, TX.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","14238 Beech Meadow Dr Houston, Tx 77083-5865",Houston,TX,(832) 755-5165,-,-,s-Olukemi O Adenirannon-emergency Medical Transport (Van)-Active,6/14/17,6/14/17,Sole
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1275904260.aspx,Oyeboade Aderogbanon-emergency Medical Transport (Van),"Profile for OYEBOADE ADEROGBA in HOUSTON, TX.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","2703 Highway 6 S Ste 195 Houston, Tx 77082-1732",Houston,TX,281-854-7089,-,-,s-Oyeboade Aderogbanon-emergency Medical Transport (Van)-Active,10/15/15,10/15/15,Sole
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1922536028.aspx,Adeboye T Adetoronon-emergency Medical Transport (Van),"Profile for ADEBOYE T ADETORO in GRAND PRAIRIE, TX.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1402 S Carrier Pkwy Apt 404 Grand Prairie, Tx 75051-2810",Prairie,TX,(214) 395-7229,-,-,s-Adeboye T Adetoronon-emergency Medical Transport (Van)-Active,6/1/17,6/1/17,Sole
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1124586110.aspx,Advance Mobility Transportation,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","19811 Lindenfield Pl Katy, Tx 77449",Katy,TX,281-717-8940,-,Advance Mobility Transportation,Dwight Birch - (manager),3/8/19,6/11/19,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1598310427.aspx,Advanced Billing Solutions Llc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","4825 Kingfisher Ln Mesquite, Tx 75181-4908",Mesquite,TX,903-258-4371,-,Advanced Billing Solutions Llc,Tomora Duncan - (owner),8/7/19,8/7/19,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1295282101.aspx,Advanced Transportation,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1401 1st St Suite B Rosenberg, Tx 77471-3303",Rosenberg,TX,281-633-9894,-,Advanced Transportation,Steven Tackett - (owner),9/8/16,9/8/16,Org
https://npidb.org/organizations/agencies/in-home-supportive-care_253z00000x/1699032748.aspx,Advent Caregivers Incorporated,"An In Home Supportive Care Agency provides services in the patient?s home with the goal of enabling the patient to remain at home.  The services provided may include personal care services such as hands-on assistance with activities of daily living (ADLs), e.g., eating, bathing, dressing, and bladder and bowel requirements; homemaker services and instrumental activities of daily living (IADLs), e.g., taking medications, shopping for groceries, laundry, housekeeping, and companionship; and/or supervision or cuing so that a person can perform tasks themselves.","19523 River Bottom Rd Katy, Tx 77449-6337",Katy,TX,281-701-7887,-,Advent Caregivers Incorporated,Alex Salakana - (manager),4/13/12,1/23/13,Org
